# High-precision subset of hebrew_latin.csv: pairs co-occurring in >=2 aligned
# Hebrew/Vulgate verses across genesis,exodus,deuteronomy,joshua,judges,1-2sam,1kings.
# Optional variant; the full hebrew_latin.csv remains the shipped dict (wider recall).
אב,consuetudo
אב,mos
אב,parens
אב,pater
אבד,deleo
אבד,disperdo
אבד,perdo
אבד,pereo
אבה,uolo
אביון,pauper
אבל,luctus
אבל,lugeo
אבנט,balteus
אדם,humanus
אדם,iste
אדם,populus
אדם,qui
אדמני,rufus
אדני,dominus
אהב,amo
אהב,amor
אהב,diligo
אהבה,amor
אהבה,diligo
אהל,domus
אהל,tabernaculum
אהל,tectum
אור,terra
אור,uir
אות,signum
אות,uolo
אזן,audio
אח,filius
אח,frater
אחד,alienus
אחד,alter
אחד,homo
אחד,qui
אחד,quidam
אחד,quisquam
אחד,uir
אחד,unus
אחות,soror
אחז,possessio
אחיה,frater
אחרית,nouissimus
אי,unde
איב,hostis
איב,inimicus
איל,aries
איל,ceruus
אימה,pauor
אימה,terror
איש,alienus
איש,aliquis
איש,alius
איש,alter
איש,certus
איש,cunctus
איש,habeo
איש,homo
איש,iste
איש,maritus
איש,masculus
איש,mutuus
איש,nemo
איש,nullus
איש,plebs
איש,populus
איש,qui
איש,quidam
איש,quisquam
איש,teneo
איש,totus
איש,uir
איש,ullus
איש,uniuersus
איש,unus
אכל,cibus
אכל,comedo
אכל,compes
אכל,deuoro
אכל,edo
אכל,ergo
אכל,igitur
אכל,uesco
אכל,uescor
אלה,ago
אלה,dominus
אלה,ergo
אלה,igitur
אלה,maledictio
אלה,mare
אלה,quercus
אלהים,animus
אלהים,dea
אלהים,deus
אלהים,spiritus
אלוף,dux
אלף,centum
אלף,mille
אם,mater
אם,parens
אמה,centum
אמר,aio
אמר,dico
אמר,exaudio
אמר,imperium
אמר,inquam
אמר,interrogo
אמר,iubeo
אמר,loquor
אמר,peto
אמר,postulo
אמר,praecipio
אמר,quaero
אמר,respondeo
אמר,sermo
אמרי,dico
אמרי,loquor
אמת,seruio
אמת,seruus
אמת,ueritas
אמת,uerus
אנא,obsecro
אנוש,qui
אניה,classis
אניה,nauis
אפלה,tenebrae
אפר,cinis
אפר,puluis
אצל,teneo
ארבע,centum
ארבע,quadraginta
ארח,semita
ארי,leo
אריה,leo
ארץ,ager
ארץ,finis
ארץ,humus
ארץ,regio
ארץ,solum
